Name of Structure,Inflow_Discharge,Outflow_Discharge,River,Date
Taunsa,158775.00,133869.00,Indus,15/06/2025 6:00
Tarbela Dam,178000.00,151700.00,Indus,15/06/2025 6:00
Sulemanki,14862.00,2654.00,Sutlej,15/06/2025 6:00
Sukkur,80240.00,32400.00,Indus,15/06/2025 6:00
Sidhnai,11200.00,0.00,Ravi,15/06/2025 6:00
Rasul,14117.00,0.00,Jehlum,15/06/2025 6:00
Q.Abad,34601.00,16101.00,Chenab,15/06/2025 6:00
Panjnad,8654.00,0.00,Chenab,15/06/2025 6:00
Marala,59401.00,27571.00,Chenab,15/06/2025 6:00
Mangla Dam,35000.00,20000.00,Jehlum,15/06/2025 6:00
Kotri,50735.00,15780.00,Indus,15/06/2025 6:00
Khanki,33030.00,24910.00,Chenab,15/06/2025 6:00
Kalabagh,187823.00,180057.00,Indus,15/06/2025 6:00
KABUL,24700.00,24700.00,Kabul,15/06/2025 6:00
Jassar,466.00,466.00,Ravi,15/06/2025 6:00
Islam,1800.00,0.00,Sutlej,15/06/2025 6:00
Guddu,120939.00,90219.00,Indus,15/06/2025 6:00
Ganda Singh Wala,0.00,0.00,Sutlej,15/06/2025 6:00
Chashma,192904.00,178424.00,Indus,15/06/2025 6:00
Balloki,32715.00,5765.00,Ravi,15/06/2025 6:00
Trimmu,37455.00,20155.00,Chenab,15/06/2025 18:00
Taunsa,162421.00,133621.00,Indus,15/06/2025 18:00
Tarbela Dam,178000.00,151400.00,Indus,15/06/2025 18:00
Sulemanki,16001.00,2844.00,Sutlej,15/06/2025 18:00
Sukkur,80240.00,32400.00,Indus,15/06/2025 18:00
Sidhnai,15550.00,0.00,Ravi,15/06/2025 18:00
Shahdara,13306.00,13306.00,Ravi,15/06/2025 18:00
Rasul,24402.00,9341.00,Jehlum,15/06/2025 18:00
Q.Abad,18532.00,0.00,Chenab,15/06/2025 18:00
Panjnad,22862.00,9062.00,Chenab,15/06/2025 18:00
Marala,42137.00,11512.00,Chenab,15/06/2025 18:00
Mangla Dam,35000.00,20000.00,Jehlum,15/06/2025 18:00
Kotri,50735.00,15780.00,Indus,15/06/2025 18:00
Khanki,10055.00,1866.00,Chenab,15/06/2025 18:00
Kalabagh,140206.00,132590.00,Indus,15/06/2025 18:00
KABUL,23200.00,23200.00,Kabul,15/06/2025 18:00
Jassar,1378.00,1378.00,Ravi,15/06/2025 18:00
Islam,3727.00,1277.00,Sutlej,15/06/2025 18:00
Guddu,120939.00,90219.00,Indus,15/06/2025 18:00
Ganda Singh Wala,300.00,360.00,Sutlej,15/06/2025 18:00
Chashma,189715.00,175235.00,Indus,15/06/2025 18:00
Balloki,31790.00,5290.00,Ravi,15/06/2025 18:00
Taunsa,158775.00,133869.00,Indus,16/06/2025 6:00
Tarbela Dam,178000.00,152000.00,Indus,16/06/2025 6:00
Sulemanki,16000.00,2870.00,Sutlej,16/06/2025 6:00
Sukkur,83300.00,33560.00,Indus,16/06/2025 6:00
Sidhnai,15650.00,0.00,Ravi,16/06/2025 6:00
Shahdara,13304.00,13304.00,Ravi,16/06/2025 6:00
Rasul,24401.00,5340.00,Jehlum,16/06/2025 6:00
Q.Abad,44882.00,26182.00,Chenab,16/06/2025 6:00
Panjnad,21862.00,0.00,Chenab,16/06/2025 6:00
Marala,58421.00,27571.00,Chenab,16/06/2025 6:00
Mangla Dam,33000.00,15000.00,Jehlum,16/06/2025 6:00
Kotri,46370.00,11045.00,Indus,16/06/2025 6:00
Khanki,36370.00,28193.00,Chenab,16/06/2025 6:00
Kalabagh,140206.00,132590.00,Indus,16/06/2025 6:00
KABUL,22400.00,22400.00,Kabul,16/06/2025 6:00
Jassar,1370.00,1370.00,Ravi,16/06/2025 6:00
Islam,3527.00,0.00,Sutlej,16/06/2025 6:00
Guddu,120764.00,90219.00,Indus,16/06/2025 6:00
Ganda Singh Wala,300.00,360.00,Sutlej,16/06/2025 6:00
Chashma,187521.00,174347.00,Indus,16/06/2025 6:00
Balloki,32640.00,6340.00,Ravi,16/06/2025 6:00
Taunsa,162605.00,137105.00,Indus,16/06/2025 12:00
Tarbela Dam,175000.00,151700.00,Indus,16/06/2025 12:00
Sulemanki,14494.00,2987.00,Sutlej,16/06/2025 12:00
Sukkur,84270.00,35620.00,Indus,16/06/2025 12:00
Sidhnai,14700.00,0.00,Ravi,16/06/2025 12:00
Shahdara,13304.00,13304.00,Ravi,16/06/2025 12:00
Rasul,14497.00,0.00,Jehlum,16/06/2025 12:00
Q.Abad,34601.00,16101.00,Chenab,16/06/2025 12:00
Panjnad,7500.00,0.00,Chenab,16/06/2025 12:00
Marala,46136.00,15286.00,Chenab,16/06/2025 12:00
Mangla Dam,33000.00,15000.00,Jehlum,16/06/2025 12:00
Kotri,46370.00,11045.00,Indus,16/06/2025 12:00
Khanki,11056.00,1860.00,Chenab,16/06/2025 12:00
Kalabagh,194070.00,186304.00,Indus,16/06/2025 12:00
KABUL,22800.00,22800.00,Kabul,16/06/2025 12:00
Jassar,376.00,376.00,Ravi,16/06/2025 12:00
Islam,1650.00,0.00,Sutlej,16/06/2025 12:00
Guddu,120764.00,90219.00,Indus,16/06/2025 12:00
Ganda Singh Wala,300.00,360.00,Sutlej,16/06/2025 12:00
Chashma,189414.00,174934.00,Indus,16/06/2025 12:00
Balloki,32640.00,6340.00,Ravi,16/06/2025 12:00
Taunsa,162605.00,137105.00,Indus,16/06/2025 18:00
Sulemanki,14494.00,2987.00,Sutlej,16/06/2025 18:00
Sukkur,84740.00,35800.00,Indus,16/06/2025 18:00
Sidhnai,15500.00,0.00,Ravi,16/06/2025 18:00
Shahdara,13304.00,13304.00,Ravi,16/06/2025 18:00
Rasul,14497.00,0.00,Jehlum,16/06/2025 18:00
Q.Abad,30812.00,12312.00,Chenab,16/06/2025 18:00
Panjnad,7500.00,0.00,Chenab,16/06/2025 18:00
Marala,61232.00,30382.00,Chenab,16/06/2025 18:00
Mangla Dam,30000.00,15000.00,Jehlum,16/06/2025 18:00
Khanki,43242.00,35042.00,Chenab,16/06/2025 18:00
Kalabagh,194070.00,186304.00,Indus,16/06/2025 18:00
Jassar,376.00,376.00,Ravi,16/06/2025 18:00
Islam,1650.00,0.00,Sutlej,16/06/2025 18:00
Guddu,121373.00,90219.00,Indus,16/06/2025 18:00
Ganda Singh Wala,300.00,360.00,Sutlej,16/06/2025 18:00
Chashma,189414.00,174934.00,Indus,16/06/2025 18:00
Balloki,32170.00,6340.00,Ravi,16/06/2025 18:00
Taunsa,162605.00,137105.00,Indus,17/06/2025 0:00
Sulemanki,14161.00,2654.00,Sutlej,17/06/2025 0:00
Sukkur,84740.00,35800.00,Indus,17/06/2025 0:00
Sidhnai,15500.00,0.00,Ravi,17/06/2025 0:00
Shahdara,13304.00,13304.00,Ravi,17/06/2025 0:00
Rasul,11751.00,0.00,Jehlum,17/06/2025 0:00
Q.Abad,34601.00,16101.00,Chenab,17/06/2025 0:00
Panjnad,7500.00,0.00,Chenab,17/06/2025 0:00
Marala,61282.00,30382.00,Chenab,17/06/2025 0:00
Mangla Dam,25000.00,15000.00,Jehlum,17/06/2025 0:00
Kalabagh,176756.00,168990.00,Indus,17/06/2025 0:00
Jassar,376.00,376.00,Ravi,17/06/2025 0:00
Islam,1650.00,0.00,Sutlej,17/06/2025 0:00
Guddu,121373.00,90219.00,Indus,17/06/2025 0:00
Ganda Singh Wala,300.00,360.00,Sutlej,17/06/2025 0:00
Chashma,189597.00,175117.00,Indus,17/06/2025 0:00
Balloki,32170.00,6870.00,Ravi,17/06/2025 0:00
Trimmu,20297.00,5297.00,Chenab,17/06/2025 6:00
Taunsa,162605.00,137105.00,Indus,17/06/2025 6:00
Tarbela Dam,162000.00,152200.00,Indus,17/06/2025 6:00
Sulemanki,14161.00,2654.00,Sutlej,17/06/2025 6:00
Sukkur,85880.00,36190.00,Indus,17/06/2025 6:00
Sidhnai,15500.00,0.00,Ravi,17/06/2025 6:00
Shahdara,13304.00,13304.00,Ravi,17/06/2025 6:00
Rasul,9481.00,0.00,Jehlum,17/06/2025 6:00
Q.Abad,34601.00,18500.00,Chenab,17/06/2025 6:00
Panjnad,7500.00,0.00,Chenab,17/06/2025 6:00
Marala,46136.00,15286.00,Chenab,17/06/2025 6:00
Mangla Dam,25000.00,15000.00,Jehlum,17/06/2025 6:00
Khanki,11056.00,1860.00,Chenab,17/06/2025 6:00
Kalabagh,176756.00,168990.00,Indus,17/06/2025 6:00
KABUL,21800.00,21800.00,Kabul,17/06/2025 6:00
Jassar,376.00,376.00,Ravi,17/06/2025 6:00
Islam,1650.00,0.00,Sutlej,17/06/2025 6:00
Guddu,121373.00,90219.00,Indus,17/06/2025 6:00
Ganda Singh Wala,300.00,360.00,Sutlej,17/06/2025 6:00
Chashma,189199.00,174719.00,Indus,17/06/2025 6:00
Balloki,32170.00,6870.00,Ravi,17/06/2025 6:00
Trimmu,21299.00,6299.00,Chenab,17/06/2025 12:00
Taunsa,158775.00,133869.00,Indus,17/06/2025 12:00
Tarbela Dam,169000.00,450500.00,Indus,17/06/2025 12:00
Sulemanki,14161.00,2654.00,Sutlej,17/06/2025 12:00
Sukkur,85880.00,36190.00,Indus,17/06/2025 12:00
Sidhnai,15500.00,0.00,Ravi,17/06/2025 12:00
Shahdara,8249.00,8249.00,Ravi,17/06/2025 12:00
Rasul,8629.00,0.00,Jehlum,17/06/2025 12:00
Q.Abad,34357.00,5857.00,Chenab,17/06/2025 12:00
Panjnad,8000.00,0.00,Chenab,17/06/2025 12:00
Marala,46136.00,15286.00,Chenab,17/06/2025 12:00
Mangla Dam,24000.00,15000.00,Jehlum,17/06/2025 12:00
Kotri,42794.00,7469.00,Indus,17/06/2025 12:00
Khanki,35728.00,27553.00,Chenab,17/06/2025 12:00
Kalabagh,195451.00,187685.00,Indus,17/06/2025 12:00
KABUL,21400.00,21400.00,Kabul,17/06/2025 12:00
Jassar,466.00,466.00,Ravi,17/06/2025 12:00
Islam,1650.00,0.00,Sutlej,17/06/2025 12:00
Guddu,121373.00,90219.00,Indus,17/06/2025 12:00
Ganda Singh Wala,300.00,360.00,Sutlej,17/06/2025 12:00
Chashma,189535.00,175055.00,Indus,17/06/2025 12:00
Balloki,32170.00,6870.00,Ravi,17/06/2025 12:00
Trimmu,21299.00,6299.00,Chenab,17/06/2025 18:00
Taunsa,162605.00,137105.00,Indus,17/06/2025 18:00
Taunsa,162605.00,137105.00,Indus,17/06/2025 18:00
Tarbela Dam,169000.00,152000.00,Indus,17/06/2025 18:00
Sulemanki,14161.00,2654.00,Sutlej,17/06/2025 18:00
Sulemanki,14161.00,2654.00,Sutlej,17/06/2025 18:00
Sukkur,85880.00,36190.00,Indus,17/06/2025 18:00
Sidhnai,15500.00,0.00,Ravi,17/06/2025 18:00
Sidhnai,15500.00,0.00,Ravi,17/06/2025 18:00
Shahdara,8249.00,8249.00,Ravi,17/06/2025 18:00
Shahdara,8249.00,8249.00,Ravi,17/06/2025 18:00
Rasul,8527.00,0.00,Jehlum,17/06/2025 18:00
Rasul,8527.00,0.00,Jehlum,17/06/2025 18:00
Q.Abad,24357.00,5857.00,Chenab,17/06/2025 18:00
Panjnad,8000.00,0.00,Chenab,17/06/2025 18:00
Marala,49960.00,19060.00,Chenab,17/06/2025 18:00
Marala,49960.00,19060.00,Chenab,17/06/2025 18:00
Mangla Dam,22000.00,15000.00,Jehlum,17/06/2025 18:00
Kotri,42794.00,7469.00,Indus,17/06/2025 18:00
Khanki,11056.00,4860.00,Chenab,17/06/2025 18:00
Kalabagh,175756.00,167840.00,Indus,17/06/2025 18:00
Kalabagh,175756.00,167840.00,Indus,17/06/2025 18:00
KABUL,20900.00,20900.00,Kabul,17/06/2025 18:00
KABUL,20900.00,20900.00,Kabul,17/06/2025 18:00
Jassar,466.00,466.00,Ravi,17/06/2025 18:00
Islam,1820.00,0.00,Sutlej,17/06/2025 18:00
Guddu,122501.00,90993.00,Indus,17/06/2025 18:00
Guddu,122501.00,90993.00,Indus,17/06/2025 18:00
Ganda Singh Wala,0.00,0.00,Sutlej,17/06/2025 18:00
Ganda Singh Wala,0.00,0.00,Sutlej,17/06/2025 18:00
Chashma,188103.00,174929.00,Indus,17/06/2025 18:00
Chashma,188103.00,174929.00,Indus,17/06/2025 18:00
Balloki,32470.00,6870.00,Ravi,17/06/2025 18:00
Balloki,32470.00,6870.00,Ravi,17/06/2025 18:00
Trimmu,20273.00,5273.00,Chenab,18/06/2025 0:00
Taunsa,164958.00,139094.00,Indus,18/06/2025 0:00
Tarbela Dam,169000.00,152100.00,Indus,18/06/2025 0:00
Sulemanki,14161.00,2654.00,Sutlej,18/06/2025 0:00
Sukkur,85880.00,36190.00,Indus,18/06/2025 0:00
Sidhnai,15500.00,0.00,Ravi,18/06/2025 0:00
Shahdara,9575.00,9575.00,Ravi,18/06/2025 0:00
Rasul,9262.00,0.00,Jehlum,18/06/2025 0:00
Q.Abad,33313.00,14813.00,Chenab,18/06/2025 0:00
Panjnad,8000.00,0.00,Chenab,18/06/2025 0:00
Marala,49960.00,19060.00,Chenab,18/06/2025 0:00
Mangla Dam,25000.00,15000.00,Jehlum,18/06/2025 0:00
Kotri,42794.00,7469.00,Indus,18/06/2025 0:00
Khanki,36464.00,28325.00,Chenab,18/06/2025 0:00
Kalabagh,166151.00,158235.00,Indus,18/06/2025 0:00
KABUL,20600.00,20600.00,Kabul,18/06/2025 0:00
Jassar,466.00,466.00,Ravi,18/06/2025 0:00
Islam,1820.00,0.00,Sutlej,18/06/2025 0:00
Guddu,122501.00,90993.00,Indus,18/06/2025 0:00
Ganda Singh Wala,0.00,0.00,Sutlej,18/06/2025 0:00
Chashma,190727.00,174941.00,Indus,18/06/2025 0:00
Balloki,32470.00,6870.00,Ravi,18/06/2025 0:00
Trimmu,20273.00,5273.00,Chenab,18/06/2025 6:00
Taunsa,164958.00,139094.00,Indus,18/06/2025 6:00
Tarbela Dam,167000.00,152400.00,Indus,18/06/2025 6:00
Sulemanki,14360.00,2654.00,Sutlej,18/06/2025 6:00
Sukkur,85920.00,35180.00,Indus,18/06/2025 6:00
Sidhnai,15500.00,0.00,Ravi,18/06/2025 6:00
Shahdara,9575.00,9575.00,Ravi,18/06/2025 6:00
Rasul,9481.00,0.00,Jehlum,18/06/2025 6:00
Q.Abad,29465.00,10965.00,Chenab,18/06/2025 6:00
Panjnad,8000.00,0.00,Chenab,18/06/2025 6:00
Marala,53734.00,22834.00,Chenab,18/06/2025 6:00
Mangla Dam,28000.00,15000.00,Jehlum,18/06/2025 6:00
Kotri,42794.00,7469.00,Indus,18/06/2025 6:00
Khanki,33769.00,25630.00,Chenab,18/06/2025 6:00
Kalabagh,170815.00,162899.00,Indus,18/06/2025 6:00
KABUL,20900.00,20900.00,Kabul,18/06/2025 6:00
Jassar,466.00,466.00,Ravi,18/06/2025 6:00
Islam,1820.00,0.00,Sutlej,18/06/2025 6:00
Guddu,122104.00,90950.00,Indus,18/06/2025 6:00
Ganda Singh Wala,0.00,0.00,Sutlej,18/06/2025 6:00
Chashma,189782.00,175302.00,Indus,18/06/2025 6:00
Balloki,32470.00,6870.00,Ravi,18/06/2025 6:00
Trimmu,20273.00,5273.00,Chenab,18/06/2025 12:00
Taunsa,164958.00,139094.00,Indus,18/06/2025 12:00
Tarbela Dam,169000.00,141400.00,Indus,18/06/2025 12:00
Sulemanki,14360.00,2654.00,Sutlej,18/06/2025 12:00
Sukkur,85920.00,35180.00,Indus,18/06/2025 12:00
Sidhnai,15500.00,0.00,Ravi,18/06/2025 12:00
Shahdara,9575.00,9575.00,Ravi,18/06/2025 12:00
Rasul,9481.00,0.00,Jehlum,18/06/2025 12:00
Q.Abad,26935.00,8435.00,Chenab,18/06/2025 12:00
Panjnad,8000.00,0.00,Chenab,18/06/2025 12:00
Marala,53734.00,22834.00,Chenab,18/06/2025 12:00
Mangla Dam,38000.00,15000.00,Jehlum,18/06/2025 12:00
Kotri,42794.00,7469.00,Indus,18/06/2025 12:00
Khanki,23067.00,14928.00,Chenab,18/06/2025 12:00
Kalabagh,189332.00,181416.00,Indus,18/06/2025 12:00
KABUL,20500.00,20500.00,Kabul,18/06/2025 12:00
Jassar,557.00,557.00,Ravi,18/06/2025 12:00
Islam,1820.00,0.00,Sutlej,18/06/2025 12:00
Guddu,122104.00,90950.00,Indus,18/06/2025 12:00
Ganda Singh Wala,0.00,0.00,Sutlej,18/06/2025 12:00
Chashma,188220.00,175046.00,Indus,18/06/2025 12:00
Balloki,32470.00,6870.00,Ravi,18/06/2025 12:00
Trimmu,21299.00,6299.00,Chenab,18/06/2025 18:00
Taunsa,164958.00,139094.00,Indus,18/06/2025 18:00
Tarbela Dam,169000.00,152100.00,Indus,18/06/2025 18:00
Sulemanki,14310.00,2654.00,Sutlej,18/06/2025 18:00
Sukkur,85920.00,35180.00,Indus,18/06/2025 18:00
Sidhnai,15700.00,0.00,Ravi,18/06/2025 18:00
Shahdara,9575.00,9575.00,Ravi,18/06/2025 18:00
Rasul,8527.00,0.00,Jehlum,18/06/2025 18:00
Q.Abad,24357.00,5857.00,Chenab,18/06/2025 18:00
Panjnad,8000.00,0.00,Chenab,18/06/2025 18:00
Marala,57858.00,26608.00,Chenab,18/06/2025 18:00
Mangla Dam,35000.00,15000.00,Jehlum,18/06/2025 18:00
Kotri,42794.00,7469.00,Indus,18/06/2025 18:00
Khanki,23128.00,14928.00,Chenab,18/06/2025 18:00
Kalabagh,196476.00,188560.00,Indus,18/06/2025 18:00
KABUL,20200.00,20200.00,Kabul,18/06/2025 18:00
Jassar,557.00,557.00,Ravi,18/06/2025 18:00
Islam,1820.00,0.00,Sutlej,18/06/2025 18:00
Guddu,122104.00,90950.00,Indus,18/06/2025 18:00
Ganda Singh Wala,0.00,0.00,Sutlej,18/06/2025 18:00
Chashma,188526.00,175096.00,Indus,18/06/2025 18:00
Balloki,32570.00,6870.00,Ravi,18/06/2025 18:00
Trimmu,21299.00,6299.00,Chenab,19/06/2025 0:00
Taunsa,164958.00,139094.00,Indus,19/06/2025 0:00
Tarbela Dam,168000.00,152300.00,Indus,19/06/2025 0:00
Sulemanki,14310.00,2654.00,Sutlej,19/06/2025 0:00
Sukkur,85920.00,35180.00,Indus,19/06/2025 0:00
Sidhnai,15700.00,0.00,Ravi,19/06/2025 0:00
Shahdara,9575.00,9575.00,Ravi,19/06/2025 0:00
Rasul,8941.00,0.00,Jehlum,19/06/2025 0:00
Q.Abad,22010.00,3510.00,Chenab,19/06/2025 0:00
Panjnad,8000.00,0.00,Chenab,19/06/2025 0:00
Marala,57858.00,26558.00,Chenab,19/06/2025 0:00
Mangla Dam,25000.00,20000.00,Jehlum,19/06/2025 0:00
Kotri,42794.00,7469.00,Indus,19/06/2025 0:00
Khanki,31897.00,23697.00,Chenab,19/06/2025 0:00
Kalabagh,172197.00,164481.00,Indus,19/06/2025 0:00
KABUL,20800.00,20800.00,Kabul,19/06/2025 0:00
Jassar,557.00,557.00,Ravi,19/06/2025 0:00
Islam,1820.00,0.00,Sutlej,19/06/2025 0:00
Guddu,122104.00,90950.00,Indus,19/06/2025 0:00
Ganda Singh Wala,0.00,0.00,Sutlej,19/06/2025 0:00
Chashma,187182.00,175012.00,Indus,19/06/2025 0:00
Balloki,32570.00,6870.00,Ravi,19/06/2025 0:00
Trimmu,21299.00,6299.00,Chenab,19/06/2025 6:00
Taunsa,164958.00,139094.00,Indus,19/06/2025 6:00
Tarbela Dam,167000.00,152300.00,Indus,19/06/2025 6:00
Sulemanki,14212.00,2654.00,Sutlej,19/06/2025 6:00
Sukkur,86670.00,35180.00,Indus,19/06/2025 6:00
Sidhnai,15700.00,0.00,Ravi,19/06/2025 6:00
Shahdara,9575.00,9575.00,Ravi,19/06/2025 6:00
Rasul,9481.00,0.00,Jehlum,19/06/2025 6:00
Q.Abad,26935.00,8435.00,Chenab,19/06/2025 6:00
Panjnad,8000.00,0.00,Chenab,19/06/2025 6:00
Marala,46586.00,15286.00,Chenab,19/06/2025 6:00
Mangla Dam,29000.00,20000.00,Jehlum,19/06/2025 6:00
Kotri,39472.00,1567.00,Indus,19/06/2025 6:00
Khanki,23128.00,14998.00,Chenab,19/06/2025 6:00
Kalabagh,177042.00,169326.00,Indus,19/06/2025 6:00
KABUL,21300.00,21300.00,Kabul,19/06/2025 6:00
Jassar,557.00,557.00,Ravi,19/06/2025 6:00
Islam,1820.00,0.00,Sutlej,19/06/2025 6:00
Guddu,121123.00,88236.00,Indus,19/06/2025 6:00
Ganda Singh Wala,0.00,0.00,Sutlej,19/06/2025 6:00
Chashma,185853.00,174943.00,Indus,19/06/2025 6:00
Balloki,32570.00,6870.00,Ravi,19/06/2025 6:00
Trimmu,21299.00,6299.00,Chenab,19/06/2025 12:00
Taunsa,164958.00,139094.00,Indus,19/06/2025 12:00
Tarbela Dam,167000.00,138500.00,Indus,19/06/2025 12:00
Sulemanki,14212.00,2654.00,Sutlej,19/06/2025 12:00
Sidhnai,15700.00,0.00,Ravi,19/06/2025 12:00
Shahdara,9575.00,9575.00,Ravi,19/06/2025 12:00
Rasul,9481.00,0.00,Jehlum,19/06/2025 12:00
Q.Abad,24396.00,5896.00,Chenab,19/06/2025 12:00
Panjnad,8000.00,0.00,Chenab,19/06/2025 12:00
Marala,46586.00,15286.00,Chenab,19/06/2025 12:00
Mangla Dam,29000.00,20000.00,Jehlum,19/06/2025 12:00
Kotri,39472.00,1567.00,Indus,19/06/2025 12:00
Khanki,23128.00,14928.00,Chenab,19/06/2025 12:00
Kalabagh,188661.00,180945.00,Indus,19/06/2025 12:00
KABUL,20900.00,20900.00,Kabul,19/06/2025 12:00
Jassar,466.00,466.00,Ravi,19/06/2025 12:00
Islam,1820.00,0.00,Sutlej,19/06/2025 12:00
Guddu,121978.00,87986.00,Indus,19/06/2025 12:00
Ganda Singh Wala,0.00,0.00,Sutlej,19/06/2025 12:00
Chashma,184708.00,174873.00,Indus,19/06/2025 12:00
Balloki,32570.00,6870.00,Ravi,19/06/2025 12:00
Taunsa,164958.00,139094.00,Indus,19/06/2025 18:00
Taunsa,164958.00,139094.00,Indus,19/06/2025 18:00
Tarbela Dam,170000.00,152200.00,Indus,19/06/2025 18:00
Sulemanki,14212.00,2654.00,Sutlej,19/06/2025 18:00
Sulemanki,14212.00,2654.00,Sutlej,19/06/2025 18:00
Sukkur,86570.00,35180.00,Indus,19/06/2025 18:00
Sukkur,86570.00,35180.00,Indus,19/06/2025 18:00
Sidhnai,15800.00,0.00,Ravi,19/06/2025 18:00
Sidhnai,15800.00,0.00,Ravi,19/06/2025 18:00
Shahdara,9575.00,9575.00,Ravi,19/06/2025 18:00
Shahdara,9575.00,9575.00,Ravi,19/06/2025 18:00
Rasul,9930.00,0.00,Jehlum,19/06/2025 18:00
Q.Abad,24396.00,5896.00,Chenab,19/06/2025 18:00
Q.Abad,24396.00,5896.00,Chenab,19/06/2025 18:00
Panjnad,8000.00,0.00,Chenab,19/06/2025 18:00
Marala,54134.00,22834.00,Chenab,19/06/2025 18:00
Marala,54134.00,22834.00,Chenab,19/06/2025 18:00
Mangla Dam,27000.00,20000.00,Jehlum,19/06/2025 18:00
Kotri,39472.00,1567.00,Indus,19/06/2025 18:00
Kotri,39472.00,5567.00,Indus,19/06/2025 18:00
Khanki,31897.00,23693.00,Chenab,19/06/2025 18:00
Kalabagh,177042.00,169326.00,Indus,19/06/2025 18:00
Kalabagh,177042.00,169326.00,Indus,19/06/2025 18:00
KABUL,20300.00,20300.00,Kabul,19/06/2025 18:00
KABUL,20300.00,20300.00,Kabul,19/06/2025 18:00
Jassar,466.00,466.00,Ravi,19/06/2025 18:00
Jassar,466.00,466.00,Ravi,19/06/2025 18:00
Islam,1780.00,0.00,Sutlej,19/06/2025 18:00
Islam,1780.00,0.00,Sutlej,19/06/2025 18:00
Guddu,122501.00,87986.00,Indus,19/06/2025 18:00
Guddu,122501.00,87986.00,Indus,19/06/2025 18:00
Ganda Singh Wala,0.00,0.00,Sutlej,19/06/2025 18:00
Ganda Singh Wala,0.00,0.00,Sutlej,19/06/2025 18:00
Chashma,183562.00,175017.00,Indus,19/06/2025 18:00
Chashma,183562.00,175017.00,Indus,19/06/2025 18:00
Balloki,34275.00,8575.00,Ravi,19/06/2025 18:00
Trimmu,21299.00,6299.00,Chenab,20/06/2025 0:00
Taunsa,164958.00,139094.00,Indus,20/06/2025 0:00
Tarbela Dam,170000.00,152200.00,Indus,20/06/2025 0:00
Sulemanki,14212.00,2654.00,Sutlej,20/06/2025 0:00
Sukkur,86570.00,35180.00,Indus,20/06/2025 0:00
Sidhnai,15800.00,0.00,Ravi,20/06/2025 0:00
Shahdara,9575.00,9575.00,Ravi,20/06/2025 0:00
Rasul,12144.00,0.00,Jehlum,20/06/2025 0:00
Q.Abad,26935.00,8435.00,Chenab,20/06/2025 0:00
Panjnad,8000.00,0.00,Chenab,20/06/2025 0:00
Marala,51240.00,19060.00,Chenab,20/06/2025 0:00
Mangla Dam,25000.00,20000.00,Jehlum,20/06/2025 0:00
Khanki,19396.00,11196.00,Chenab,20/06/2025 0:00
Kalabagh,173028.00,165312.00,Indus,20/06/2025 0:00
KABUL,20600.00,20600.00,Kabul,20/06/2025 0:00
Jassar,466.00,466.00,Ravi,20/06/2025 0:00
Islam,1730.00,0.00,Sutlej,20/06/2025 0:00
Guddu,122501.00,87986.00,Indus,20/06/2025 0:00
Ganda Singh Wala,0.00,0.00,Sutlej,20/06/2025 0:00
Chashma,182162.00,174907.00,Indus,20/06/2025 0:00
Balloki,34275.00,8575.00,Ravi,20/06/2025 0:00
Trimmu,21299.00,6299.00,Chenab,20/06/2025 6:00
Taunsa,165354.00,139428.00,Indus,20/06/2025 6:00
Tarbela Dam,171000.00,152600.00,Indus,20/06/2025 6:00
Sulemanki,14261.00,2654.00,Sutlej,20/06/2025 6:00
Sukkur,85440.00,35180.00,Indus,20/06/2025 6:00
Sidhnai,15800.00,0.00,Ravi,20/06/2025 6:00
Shahdara,8912.00,8912.00,Ravi,20/06/2025 6:00
Rasul,13356.00,0.00,Jehlum,20/06/2025 6:00
Q.Abad,20791.00,2291.00,Chenab,20/06/2025 6:00
Panjnad,8396.00,0.00,Chenab,20/06/2025 6:00
Marala,51240.00,19060.00,Chenab,20/06/2025 6:00
Mangla Dam,27000.00,20000.00,Jehlum,20/06/2025 6:00
Kotri,37570.00,1565.00,Indus,20/06/2025 6:00
Khanki,17530.00,9330.00,Chenab,20/06/2025 6:00
Kalabagh,178209.00,170493.00,Indus,20/06/2025 6:00
KABUL,21900.00,21900.00,Kabul,20/06/2025 6:00
Jassar,466.00,466.00,Ravi,20/06/2025 6:00
Islam,1730.00,0.00,Sutlej,20/06/2025 6:00
Guddu,120002.00,85457.00,Indus,20/06/2025 6:00
Ganda Singh Wala,0.00,0.00,Sutlej,20/06/2025 6:00
Chashma,181285.00,174805.00,Indus,20/06/2025 6:00
Balloki,34275.00,8575.00,Ravi,20/06/2025 6:00
Trimmu,21299.00,6299.00,Chenab,20/06/2025 12:00
Taunsa,165354.00,139428.00,Indus,20/06/2025 12:00
Tarbela Dam,171000.00,147900.00,Indus,20/06/2025 12:00
Sulemanki,14261.00,2654.00,Sutlej,20/06/2025 12:00
Sukkur,84660.00,35150.00,Indus,20/06/2025 12:00
Sidhnai,15800.00,0.00,Ravi,20/06/2025 12:00
Shahdara,8912.00,8912.00,Ravi,20/06/2025 12:00
Rasul,14790.00,0.00,Jehlum,20/06/2025 12:00
Q.Abad,18500.00,0.00,Chenab,20/06/2025 12:00
Panjnad,8396.00,0.00,Chenab,20/06/2025 12:00
Marala,43692.00,41512.00,Chenab,20/06/2025 12:00
Mangla Dam,35000.00,20000.00,Jehlum,20/06/2025 12:00
Kotri,36155.00,1565.00,Indus,20/06/2025 12:00
