Name of Structure,Inflow_Discharge,Outflow_Discharge,River,Date
Jassar,,"1,100",Ravi,16/07/2025 14:56
Islam,"13,168","13,168",Sutlej,16/07/2025 14:56
Guddu,"381,536","343,922",Indus,16/07/2025 14:56
Ganda Singh Wala,"1,507","1,507",Sutlej,16/07/2025 14:56
Domel,,"9,500",Jehlum,16/07/2025 14:56
Chattar Klass,,"20,850",Jehlum,16/07/2025 14:56
Chashma,"238,607","209,934",Indus,16/07/2025 14:56
Besham,,"184,600",Indus,16/07/2025 14:56
Balloki,"44,620","28,120",Ravi,16/07/2025 14:56
Azad Pattan,,"29,860",Jehlum,16/07/2025 14:56
Trimmu,"27,603","14,703",Chenab,16/07/2025 19:24
Taunsa,"213,021","205,521",Indus,16/07/2025 19:24
Tarbela Dam,"229,000","161,800",Indus,16/07/2025 19:24
Sulemanki,"22,529","20,225",Sutlej,16/07/2025 19:24
Sukkur,"302,305","252,205",Indus,16/07/2025 19:24
Skardu,,"125,200",Indus,16/07/2025 19:24
Sidhnai,"31,045","22,295",Ravi,16/07/2025 19:24
Shahdara,,"13,306",Ravi,16/07/2025 19:24
Rasul,"2,700",0,Jehlum,16/07/2025 19:24
Q.Abad,"33,524","15,024",Chenab,16/07/2025 19:24
Partab Bridge (Bunji),,"181,600",Indus,16/07/2025 19:24
Panjnad,"36,394","24,564",Chenab,16/07/2025 19:24
Muzaffarabad,,"10,740",Jehlum,16/07/2025 19:24
Marala,"62,496","35,896",Chenab,16/07/2025 19:24
Mangla Dam,"30,000","10,000",Jehlum,16/07/2025 19:24
Kotri,"107,529","65,914",Indus,16/07/2025 19:24
Kotli,,"10,950",Jehlum,16/07/2025 19:24
Khanki,"45,341","39,991",Chenab,16/07/2025 19:24
Kalabagh,"239,893","232,055",Indus,16/07/2025 19:24
KABUL,,"34,100",Kabul,16/07/2025 19:24
Jassar,,"1,100",Ravi,16/07/2025 19:24
Islam,"13,868","13,168",Sutlej,16/07/2025 19:24
Guddu,"390,101","351,909",Indus,16/07/2025 19:24
Ganda Singh Wala,"2,000","2,000",Sutlej,16/07/2025 19:24
Domel,,"10,160",Jehlum,16/07/2025 19:24
Chattar Klass,,"21,880",Jehlum,16/07/2025 19:24
Chashma,"235,195","209,966",Indus,16/07/2025 19:24
Besham,,"187,200",Indus,16/07/2025 19:24
Balloki,"47,350","32,150",Ravi,16/07/2025 19:24
Azad Pattan,,"30,930",Jehlum,16/07/2025 19:24
Trimmu,"27,603","14,703",Chenab,17/07/2025 0:00
Taunsa,"213,021","205,521",Indus,17/07/2025 0:00
Tarbela Dam,"237,000","262,700",Indus,17/07/2025 0:00
Sulemanki,"22,529","20,225",Sutlej,17/07/2025 0:00
Sukkur,"302,305","252,205",Indus,17/07/2025 0:00
Skardu,,,Indus,17/07/2025 0:00
Sidhnai,"31,595","22,295",Ravi,17/07/2025 0:00
Shahdara,"13,306","13,306",Ravi,17/07/2025 0:00
Rasul,"13,325","5,341",Jehlum,17/07/2025 0:00
Q.Abad,"38,502","20,002",Chenab,17/07/2025 0:00
Partab Bridge (Bunji),,,Indus,17/07/2025 0:00
Panjnad,"36,894","24,564",Chenab,17/07/2025 0:00
Muzaffarabad,,,Jehlum,17/07/2025 0:00
Marala,"69,694","43,444",Chenab,17/07/2025 0:00
Mangla Dam,"40,000","10,000",Jehlum,17/07/2025 0:00
Kotri,"107,529","65,914",Indus,17/07/2025 0:00
Kotli,,,Jehlum,17/07/2025 0:00
Khanki,"39,706","34,356",Chenab,17/07/2025 0:00
Kalabagh,"202,350","194,512",Indus,17/07/2025 0:00
KABUL,"34,900","34,900",Kabul,17/07/2025 0:00
Jassar,"1,190","1,190",Ravi,17/07/2025 0:00
Islam,"13,868","13,168",Sutlej,17/07/2025 0:00
Guddu,"390,101","351,909",Indus,17/07/2025 0:00
Ganda Singh Wala,"2,000","2,000",Sutlej,17/07/2025 0:00
Domel,,,Jehlum,17/07/2025 0:00
Chattar Klass,,,Jehlum,17/07/2025 0:00
Chashma,"235,290","210,061",Indus,17/07/2025 0:00
Besham,,,Indus,17/07/2025 0:00
Balloki,"48,150","32,150",Ravi,17/07/2025 0:00
Azad Pattan,,,Jehlum,17/07/2025 0:00
Thein Dam,"6,698","1,001",Ravi,17/07/2025 6:00
Bhakra Dam,"32,810","26,694",Sutlej,17/07/2025 6:00
Pong Dam,"21,757","17,382",Byas,17/07/2025 6:00
Trimmu,"27,603","14,702",Chenab,17/07/2025 8:12
Taunsa,"210,670","201,670",Indus,17/07/2025 8:12
Tarbela Dam,"230,000","272,500",Indus,17/07/2025 8:12
Sulemanki,"21,463","19,155",Sutlej,17/07/2025 8:12
Sukkur,"310,360","256,830",Indus,17/07/2025 8:12
Skardu,,"120,600",Indus,17/07/2025 8:12
Sidhnai,"31,595","22,295",Ravi,17/07/2025 8:12
Shahdara,,"12,063",Ravi,17/07/2025 8:12
Rasul,"17,140","7,990",Jehlum,17/07/2025 8:12
Q.Abad,"42,355","23,855",Chenab,17/07/2025 8:12
Partab Bridge (Bunji),,"195,900",Indus,17/07/2025 8:12
Panjnad,"35,701","23,371",Chenab,17/07/2025 8:12
Muzaffarabad,,"13,060",Jehlum,17/07/2025 8:12
Marala,"73,468","47,218",Chenab,17/07/2025 8:12
Mangla Dam,"50,000","10,000",Jehlum,17/07/2025 8:12
Kotri,"109,042","67,727",Indus,17/07/2025 8:12
Kotli,,"7,240",Jehlum,17/07/2025 8:12
Khanki,"41,785","36,435",Chenab,17/07/2025 8:12
Kalabagh,"204,867","197,029",Indus,17/07/2025 8:12
KABUL,,"34,700",Kabul,17/07/2025 8:12
Jassar,,"1,190",Ravi,17/07/2025 8:12
Islam,"16,181","15,301",Sutlej,17/07/2025 8:12
Guddu,"392,084","353,042",Indus,17/07/2025 8:12
Ganda Singh Wala,"2,000","2,000",Sutlej,17/07/2025 8:12
Domel,,"14,020",Jehlum,17/07/2025 8:12
Chattar Klass,,"25,460",Jehlum,17/07/2025 8:12
Chashma,"255,742","232,829",Indus,17/07/2025 8:12
Besham,,"194,300",Indus,17/07/2025 8:12
Balloki,"48,150","32,150",Ravi,17/07/2025 8:12
Azad Pattan,,"36,380",Jehlum,17/07/2025 8:12
Trimmu,"27,036","14,136",Chenab,17/07/2025 13:48
Taunsa,"210,670","201,670",Indus,17/07/2025 13:48
Tarbela Dam,"260,000","276,500",Indus,17/07/2025 13:48
Sulemanki,"21,463","19,155",Sutlej,17/07/2025 13:48
Sukkur,"310,360","256,830",Indus,17/07/2025 13:48
Skardu,,"128,500",Indus,17/07/2025 13:48
Sidhnai,"31,595","22,295",Ravi,17/07/2025 13:48
Shahdara,,"12,063",Ravi,17/07/2025 13:48
Rasul,"136,079","127,162",Jehlum,17/07/2025 13:48
Q.Abad,"43,929","26,421",Chenab,17/07/2025 13:48
Partab Bridge (Bunji),,"196,400",Indus,17/07/2025 13:48
Panjnad,"35,701","23,371",Chenab,17/07/2025 13:48
Muzaffarabad,,"14,130",Jehlum,17/07/2025 13:48
Marala,"72,568","47,218",Chenab,17/07/2025 13:48
Mangla Dam,"38,000","8,000",Jehlum,17/07/2025 13:48
Kotri,"109,042","67,727",Indus,17/07/2025 13:48
Kotli,,"6,810",Jehlum,17/07/2025 13:48
Khanki,"51,619","46,269",Chenab,17/07/2025 13:48
Kalabagh,"219,586","211,748",Indus,17/07/2025 13:48
KABUL,,"36,400",Kabul,17/07/2025 13:48
Jassar,,"1,100",Ravi,17/07/2025 13:48
Islam,"16,381","15,301",Sutlej,17/07/2025 13:48
Guddu,"392,084","353,042",Indus,17/07/2025 13:48
Ganda Singh Wala,"1,803","1,803",Sutlej,17/07/2025 13:48
Domel,,"10,160",Jehlum,17/07/2025 13:48
Chattar Klass,,"28,710",Jehlum,17/07/2025 13:48
Chashma,"258,600","235,687",Indus,17/07/2025 13:48
Besham,,"234,500",Indus,17/07/2025 13:48
Balloki,"52,050","36,050",Ravi,17/07/2025 13:48
Azad Pattan,,"37,490",Jehlum,17/07/2025 13:48
Trimmu,"22,102","9,903",Chenab,17/07/2025 22:33
Taunsa,"211,670","201,670",Indus,17/07/2025 22:33
Tarbela Dam,"265,000","292,200",Indus,17/07/2025 22:33
Sulemanki,"21,463","19,155",Sutlej,17/07/2025 22:33
Sukkur,"316,360","262,280",Indus,17/07/2025 22:33
Skardu,,"125,900",Indus,17/07/2025 22:33
Sidhnai,"31,160","21,710",Ravi,17/07/2025 22:33
Shahdara,,"11,648",Ravi,17/07/2025 22:33
Rasul,"88,083","82,870",Jehlum,17/07/2025 22:33
Q.Abad,"45,996","33,968",Chenab,17/07/2025 22:33
Partab Bridge (Bunji),,"196,900",Indus,17/07/2025 22:33
Panjnad,"35,701","23,371",Chenab,17/07/2025 22:33
Muzaffarabad,,"15,490",Jehlum,17/07/2025 22:33
Marala,"72,068","47,218",Chenab,17/07/2025 22:33
Mangla Dam,"41,000","8,000",Jehlum,17/07/2025 22:33
Kotri,"115,863","73,838",Indus,17/07/2025 22:33
Kotli,,"6,230",Jehlum,17/07/2025 22:33
Khanki,"54,486","49,136",Chenab,17/07/2025 22:33
Kalabagh,"250,578","242,740",Indus,17/07/2025 22:33
KABUL,,"38,100",Kabul,17/07/2025 22:33
Jassar,,"1,100",Ravi,17/07/2025 22:33
Islam,"17,281","15,301",Sutlej,17/07/2025 22:33
Guddu,"324,766","284,414",Indus,17/07/2025 22:33
Ganda Singh Wala,"4,075","4,075",Sutlej,17/07/2025 22:33
Domel,,"13,250",Jehlum,17/07/2025 22:33
Chattar Klass,,"32,510",Jehlum,17/07/2025 22:33
Chashma,"246,992","224,079",Indus,17/07/2025 22:33
Besham,,"239,000",Indus,17/07/2025 22:33
Balloki,"54,430","37,430",Ravi,17/07/2025 22:33
Azad Pattan,,"41,990",Jehlum,17/07/2025 22:33
Trimmu,"26,457","15,348",Chenab,18/07/2025 1:46
Taunsa,"211,670","201,670",Indus,18/07/2025 1:46
Tarbela Dam,"265,000","262,300",Indus,18/07/2025 1:46
Sulemanki,"21,463","19,155",Sutlej,18/07/2025 1:46
Sukkur,"316,360","262,280",Indus,18/07/2025 1:46
Skardu,,"123,900",Indus,18/07/2025 1:46
Sidhnai,"32,564","23,114",Ravi,18/07/2025 1:46
Shahdara,,"11,648",Ravi,18/07/2025 1:46
Rasul,"76,124","68,106",Jehlum,18/07/2025 1:46
Q.Abad,"58,954","47,814",Chenab,18/07/2025 1:46
Partab Bridge (Bunji),,"197,900",Indus,18/07/2025 1:46
Panjnad,"33,664","21,334",Chenab,18/07/2025 1:46
Muzaffarabad,,"14,940",Jehlum,18/07/2025 1:46
Marala,"71,068","47,218",Chenab,18/07/2025 1:46
Mangla Dam,"41,000","8,000",Jehlum,18/07/2025 1:46
Kotri,"115,863","73,838",Indus,18/07/2025 1:46
Kotli,,"5,690",Jehlum,18/07/2025 1:46
Khanki,"60,150","54,800",Chenab,18/07/2025 1:46
Kalabagh,"332,802","325,252",Indus,18/07/2025 1:46
KABUL,,"39,200",Kabul,18/07/2025 1:46
Jassar,,"1,100",Ravi,18/07/2025 1:46
Islam,"17,201","15,301",Sutlej,18/07/2025 1:46
Guddu,"324,766","284,414",Indus,18/07/2025 1:46
Ganda Singh Wala,"4,074","4,074",Sutlej,18/07/2025 1:46
Domel,,"11,300",Jehlum,18/07/2025 1:46
Chattar Klass,,"31,860",Jehlum,18/07/2025 1:46
Chashma,"240,869","217,956",Indus,18/07/2025 1:46
Besham,,"235,700",Indus,18/07/2025 1:46
Balloki,"56,305","38,805",Ravi,18/07/2025 1:46
Azad Pattan,,"41,700",Jehlum,18/07/2025 1:46
Trimmu,"26,200","15,300",Chenab,18/07/2025 6:00
Thein Dam,"7,754","12,235",Ravi,18/07/2025 6:00
Taunsa,"206,400","196,400",Indus,18/07/2025 6:00
Tarbela Dam,"269,000","262,500",Indus,18/07/2025 6:00
Sulemanki,"23,000","20,700",Sutlej,18/07/2025 6:00
Sukkur,"319,900","265,000",Indus,18/07/2025 6:00
Skardu,,,Indus,18/07/2025 6:00
Sidhnai,"32,500","23,100",Ravi,18/07/2025 6:00
Shahdara,"11,200","11,200",Ravi,18/07/2025 6:00
Rasul,"57,800","46,000",Jehlum,18/07/2025 6:00
Q.Abad,"58,000","47,800",Chenab,18/07/2025 6:00
Partab Bridge (Bunji),,,Indus,18/07/2025 6:00
Panjnad,"33,700","21,300",Chenab,18/07/2025 6:00
Muzaffarabad,,,Jehlum,18/07/2025 6:00
Marala,"56,000","32,100",Chenab,18/07/2025 6:00
Mangla Dam,"75,000","8,000",Jehlum,18/07/2025 6:00
Kotri,"129,000","87,000",Indus,18/07/2025 6:00
Kotli,,,Jehlum,18/07/2025 6:00
Khanki,"60,200","54,800",Chenab,18/07/2025 6:00
Kalabagh,"439,000","431,400",Indus,18/07/2025 6:00
KABUL,"38,000","38,000",Kabul,18/07/2025 6:00
Jassar,"1,100","1,100",Ravi,18/07/2025 6:00
Islam,"18,900","17,000",Sutlej,18/07/2025 6:00
Harike,"23,831","1,500",Sutlej,18/07/2025 6:00
Guddu,"274,600","239,500",Indus,18/07/2025 6:00
Ganda Singh Wala,"4,100","4,100",Sutlej,18/07/2025 6:00
Domel,,,Jehlum,18/07/2025 6:00
Chattar Klass,,,Jehlum,18/07/2025 6:00
Chashma,"293,400","272,800",Indus,18/07/2025 6:00
Bhakra Dam,"24,177","26,213",Sutlej,18/07/2025 6:00
Besham,,,Indus,18/07/2025 6:00
Balloki,"56,300","38,900",Ravi,18/07/2025 6:00
Azad Pattan,,,Jehlum,18/07/2025 6:00
Pong Dam,"24,177","17,614",Byas,18/07/2025 6:00
Trimmu,"26,248","15,348",Chenab,18/07/2025 14:09
Taunsa,"207,953","196,453",Indus,18/07/2025 14:09
Tarbela Dam,"257,000","262,200",Indus,18/07/2025 14:09
Sulemanki,"22,976","20,668",Sutlej,18/07/2025 14:09
Sukkur,"319,945","265,015",Indus,18/07/2025 14:09
Skardu,,"135,400",Indus,18/07/2025 14:09
Sidhnai,"31,496","21,946",Ravi,18/07/2025 14:09
Shahdara,,"10,404",Ravi,18/07/2025 14:09
Rasul,"37,113","25,572",Jehlum,18/07/2025 14:09
Q.Abad,"66,304","57,182",Chenab,18/07/2025 14:09
Partab Bridge (Bunji),,"197,900",Indus,18/07/2025 14:09
Panjnad,"32,502","20,172",Chenab,18/07/2025 14:09
Muzaffarabad,,"12,800",Jehlum,18/07/2025 14:09
Marala,"59,746","35,896",Chenab,18/07/2025 14:09
Mangla Dam,"41,000","8,000",Jehlum,18/07/2025 14:09
Kotri,"130,783","88,758",Indus,18/07/2025 14:09
Kotli,,"5,420",Jehlum,18/07/2025 14:09
Khanki,"60,385","55,684",Chenab,18/07/2025 14:09
Kalabagh,"447,941","440,391",Indus,18/07/2025 14:09
KABUL,,"35,700",Kabul,18/07/2025 14:09
Jassar,,"1,190",Ravi,18/07/2025 14:09
Islam,"18,970","16,970",Sutlej,18/07/2025 14:09
Guddu,"248,627","213,398",Indus,18/07/2025 14:09
Ganda Singh Wala,"4,307","4,307",Sutlej,18/07/2025 14:09
Domel,,"12,260",Jehlum,18/07/2025 14:09
Chattar Klass,,"29,020",Jehlum,18/07/2025 14:09
Chashma,"387,757","370,604",Indus,18/07/2025 14:09
Besham,,"234,900",Indus,18/07/2025 14:09
Balloki,"55,155","37,655",Ravi,18/07/2025 14:09
Azad Pattan,,"36,660",Jehlum,18/07/2025 14:09
Trimmu,"24,676","13,576",Chenab,18/07/2025 22:12
Taunsa,"218,352","206,852",Indus,18/07/2025 22:12
Tarbela Dam,"255,000","262,200",Indus,18/07/2025 22:12
Sulemanki,"18,327","14,118",Sutlej,18/07/2025 22:12
Sukkur,"301,100","247,120",Indus,18/07/2025 22:12
Skardu,,"138,800",Indus,18/07/2025 22:12
Sidhnai,"31,896","21,946",Ravi,18/07/2025 22:12
Shahdara,,"10,404",Ravi,18/07/2025 22:12
Rasul,"11,825",0,Jehlum,18/07/2025 22:12
Q.Abad,"65,306","57,182",Chenab,18/07/2025 22:12
Partab Bridge (Bunji),,"194,900",Indus,18/07/2025 22:12
Panjnad,"32,502","20,172",Chenab,18/07/2025 22:12
Muzaffarabad,,"11,760",Jehlum,18/07/2025 22:12
Marala,"70,068","47,218",Chenab,18/07/2025 22:12
Mangla Dam,"41,000","8,000",Jehlum,18/07/2025 22:12
Kotri,"130,783","88,758",Indus,18/07/2025 22:12
Kotli,,"4,920",Jehlum,18/07/2025 22:12
Khanki,"55,196","50,485",Chenab,18/07/2025 22:12
Kalabagh,"413,241","405,691",Indus,18/07/2025 22:12
KABUL,,"33,300",Kabul,18/07/2025 22:12
Jassar,,"1,284",Ravi,18/07/2025 22:12
Islam,"18,970","16,970",Sutlej,18/07/2025 22:12
Guddu,"233,116","197,926",Indus,18/07/2025 22:12
Ganda Singh Wala,"2,810","2,810",Sutlej,18/07/2025 22:12
Domel,,"12,510",Jehlum,18/07/2025 22:12
Chattar Klass,,"26,030",Jehlum,18/07/2025 22:12
Chashma,"442,876","421,375",Indus,18/07/2025 22:12
Besham,,"237,400",Indus,18/07/2025 22:12
Balloki,"53,775","36,275",Ravi,18/07/2025 22:12
Azad Pattan,,"34,460",Jehlum,18/07/2025 22:12
Trimmu,"26,364","15,264",Chenab,19/07/2025 0:00
Taunsa,"218,352","206,852",Indus,19/07/2025 0:00
Tarbela Dam,"257,000","262,200",Indus,19/07/2025 0:00
Sulemanki,"18,327","14,118",Sutlej,19/07/2025 0:00
Sukkur,"301,100","247,120",Indus,19/07/2025 0:00
Skardu,,,Indus,19/07/2025 0:00
Sidhnai,"31,896","21,946",Ravi,19/07/2025 0:00
Shahdara,"10,404","10,404",Ravi,19/07/2025 0:00
Rasul,"11,825",0,Jehlum,19/07/2025 0:00
Q.Abad,"55,182","47,814",Chenab,19/07/2025 0:00
Partab Bridge (Bunji),,,Indus,19/07/2025 0:00
Panjnad,"32,502","20,172",Chenab,19/07/2025 0:00
Muzaffarabad,,,Jehlum,19/07/2025 0:00
Marala,"73,842","50,992",Chenab,19/07/2025 0:00
Mangla Dam,"30,000","8,000",Jehlum,19/07/2025 0:00
Kotri,"130,783","88,758",Indus,19/07/2025 0:00
Kotli,,,Jehlum,19/07/2025 0:00
Khanki,"48,414","44,202",Chenab,19/07/2025 0:00
Kalabagh,"310,814","303,264",Indus,19/07/2025 0:00
KABUL,"33,500","33,500",Kabul,19/07/2025 0:00
Jassar,"1,284","1,284",Ravi,19/07/2025 0:00
Islam,"18,920","16,970",Sutlej,19/07/2025 0:00
Guddu,"233,116","197,926",Indus,19/07/2025 0:00
Ganda Singh Wala,"5,436","5,436",Sutlej,19/07/2025 0:00
Domel,,,Jehlum,19/07/2025 0:00
Chattar Klass,,,Jehlum,19/07/2025 0:00
Chashma,"444,523","423,772",Indus,19/07/2025 0:00
Besham,,,Indus,19/07/2025 0:00
Balloki,"51,525","33,525",Ravi,19/07/2025 0:00
Azad Pattan,,,Jehlum,19/07/2025 0:00
Harike,"24,443","1,950",Sutlej,19/07/2025 6:00
Trimmu,"26,364","15,264",Chenab,19/07/2025 10:39
Taunsa,"218,352","206,852",Indus,19/07/2025 10:39
Tarbela Dam,"263,000","203,000",Indus,19/07/2025 10:39
Sulemanki,"20,946","16,541",Sutlej,19/07/2025 10:39
Sukkur,"264,155","211,755",Indus,19/07/2025 10:39
Skardu,,"138,100",Indus,19/07/2025 10:39
Sidhnai,"31,896","21,946",Ravi,19/07/2025 10:39
Shahdara,,"9,575",Ravi,19/07/2025 10:39
Rasul,"11,825",0,Jehlum,19/07/2025 10:39
Q.Abad,"54,280","47,814",Chenab,19/07/2025 10:39
Partab Bridge (Bunji),,"191,900",Indus,19/07/2025 10:39
Panjnad,"31,140","18,810",Chenab,19/07/2025 10:39
Muzaffarabad,,"10,240",Jehlum,19/07/2025 10:39
Marala,"62,520","39,670",Chenab,19/07/2025 10:39
Mangla Dam,"40,000","8,000",Jehlum,19/07/2025 10:39
Kotri,"154,476","112,351",Indus,19/07/2025 10:39
Kotli,,"4,010",Jehlum,19/07/2025 10:39
Khanki,"52,521","48,309",Chenab,19/07/2025 10:39
Kalabagh,"317,284","309,734",Indus,19/07/2025 10:39
KABUL,,"32,300",Kabul,19/07/2025 10:39
Jassar,,"1,284",Ravi,19/07/2025 10:39
Islam,"18,920","16,970",Sutlej,19/07/2025 10:39
Guddu,"239,447","204,406",Indus,19/07/2025 10:39
Ganda Singh Wala,"5,436","5,436",Sutlej,19/07/2025 10:39
Domel,,"12,020",Jehlum,19/07/2025 10:39
Chattar Klass,,"24,890",Jehlum,19/07/2025 10:39
Chashma,"432,647","410,390",Indus,19/07/2025 10:39
Besham,,"235,700",Indus,19/07/2025 10:39
Balloki,"51,525","33,525",Ravi,19/07/2025 10:39
Azad Pattan,,"32,550",Jehlum,19/07/2025 10:39
Trimmu,"34,461","23,361",Chenab,19/07/2025 16:44
Taunsa,"220,515","208,515",Indus,19/07/2025 16:44
Tarbela Dam,"250,000","161,400",Indus,19/07/2025 16:44
Sulemanki,"20,946","16,541",Sutlej,19/07/2025 16:44
Sukkur,"252,500","200,500",Indus,19/07/2025 16:44
Skardu,,"153,300",Indus,19/07/2025 16:44
Sidhnai,"31,896","21,946",Ravi,19/07/2025 16:44
Shahdara,,"9,575",Ravi,19/07/2025 16:44
Rasul,"10,916",0,Jehlum,19/07/2025 16:44
Q.Abad,"59,848","53,843",Chenab,19/07/2025 16:44
Partab Bridge (Bunji),,"193,900",Indus,19/07/2025 16:44
Panjnad,"31,840","18,810",Chenab,19/07/2025 16:44
Muzaffarabad,,"9,990",Jehlum,19/07/2025 16:44
Marala,"66,394","43,444",Chenab,19/07/2025 16:44
Mangla Dam,"36,000","8,000",Jehlum,19/07/2025 16:44
Kotri,"155,388","113,263",Indus,19/07/2025 16:44
Kotli,,"3,800",Jehlum,19/07/2025 16:44
Khanki,"57,156","52,944",Chenab,19/07/2025 16:44
Kalabagh,"320,542","312,992",Indus,19/07/2025 16:44
KABUL,,"29,800",Kabul,19/07/2025 16:44
Jassar,,"1,100",Ravi,19/07/2025 16:44
Islam,"18,920","16,970",Sutlej,19/07/2025 16:44
Guddu,"239,447","204,406",Indus,19/07/2025 16:44
Ganda Singh Wala,"3,620","3,620",Sutlej,19/07/2025 16:44
Domel,,"12,750",Jehlum,19/07/2025 16:44
Chattar Klass,,"26,030",Jehlum,19/07/2025 16:44
Chashma,"423,304","402,522",Indus,19/07/2025 16:44
Besham,,"235,700",Indus,19/07/2025 16:44
Balloki,"46,020","28,020",Ravi,19/07/2025 16:44
Azad Pattan,,"23,090",Jehlum,19/07/2025 16:44
Trimmu,"27,788","16,688",Chenab,19/07/2025 18:00
Taunsa,"230,666","218,666",Indus,19/07/2025 18:00
Tarbela Dam,"236,000","263,200",Indus,19/07/2025 18:00
Sulemanki,"19,367","13,163",Sutlej,19/07/2025 18:00
Sukkur,"244,890","193,440",Indus,19/07/2025 18:00
Skardu,,,Indus,19/07/2025 18:00
Sidhnai,"33,400","23,350",Ravi,19/07/2025 18:00
Shahdara,"9,575","9,575",Ravi,19/07/2025 18:00
Rasul,"9,150",0,Jehlum,19/07/2025 18:00
Q.Abad,"63,924","56,432",Chenab,19/07/2025 18:00
Partab Bridge (Bunji),,,Indus,19/07/2025 18:00
Panjnad,"31,740","18,810",Chenab,19/07/2025 18:00
Muzaffarabad,,,Jehlum,19/07/2025 18:00
Marala,"66,394","43,444",Chenab,19/07/2025 18:00
Mangla Dam,"25,000","8,000",Jehlum,19/07/2025 18:00
Kotri,"157,133","115,988",Indus,19/07/2025 18:00
Kotli,,,Jehlum,19/07/2025 18:00
Khanki,"55,259","51,047",Chenab,19/07/2025 18:00
Kalabagh,"318,098","310,208",Indus,19/07/2025 18:00
KABUL,"29,700","29,700",Kabul,19/07/2025 18:00
Jassar,"1,100","1,100",Ravi,19/07/2025 18:00
Islam,"18,920","16,970",Sutlej,19/07/2025 18:00
Guddu,"221,202","184,364",Indus,19/07/2025 18:00
Ganda Singh Wala,"3,409","3,409",Sutlej,19/07/2025 18:00
Domel,,,Jehlum,19/07/2025 18:00
Chattar Klass,,,Jehlum,19/07/2025 18:00
Chashma,"418,013","397,231",Indus,19/07/2025 18:00
Besham,,,Indus,19/07/2025 18:00
Balloki,"42,025","22,325",Ravi,19/07/2025 18:00
Azad Pattan,,,Jehlum,19/07/2025 18:00
Trimmu,"27,788","16,688",Chenab,20/07/2025 0:00
Taunsa,"354,664","342,664",Indus,20/07/2025 0:00
Tarbela Dam,"235,000","262,900",Indus,20/07/2025 0:00
Sulemanki,"19,367","13,163",Sutlej,20/07/2025 0:00
Sukkur,"244,890","193,440",Indus,20/07/2025 0:00
Skardu,,,Indus,20/07/2025 0:00
Sidhnai,"34,279","24,229",Ravi,20/07/2025 0:00
Shahdara,"9,575","9,575",Ravi,20/07/2025 0:00
Rasul,"7,890",0,Jehlum,20/07/2025 0:00
Q.Abad,"63,473","53,889",Chenab,20/07/2025 0:00
Partab Bridge (Bunji),,,Indus,20/07/2025 0:00
Panjnad,"31,770","18,810",Chenab,20/07/2025 0:00
Muzaffarabad,,,Jehlum,20/07/2025 0:00
Marala,"66,394","43,444",Chenab,20/07/2025 0:00
Mangla Dam,"25,000","8,000",Jehlum,20/07/2025 0:00
Kotri,"157,133","115,988",Indus,20/07/2025 0:00
Kotli,,,Jehlum,20/07/2025 0:00
Khanki,"55,259","51,047",Chenab,20/07/2025 0:00
Kalabagh,"260,263","252,314",Indus,20/07/2025 0:00
KABUL,"30,500","30,500",Kabul,20/07/2025 0:00
Jassar,"1,100","1,100",Ravi,20/07/2025 0:00
Islam,"18,920","16,970",Sutlej,20/07/2025 0:00
Guddu,"221,202","184,364",Indus,20/07/2025 0:00
Ganda Singh Wala,"4,074","4,074",Sutlej,20/07/2025 0:00
Domel,,,Jehlum,20/07/2025 0:00
Chattar Klass,,,Jehlum,20/07/2025 0:00
Chashma,"385,575","363,775",Indus,20/07/2025 0:00
Besham,,,Indus,20/07/2025 0:00
Balloki,"39,845","18,045",Ravi,20/07/2025 0:00
Azad Pattan,,,Jehlum,20/07/2025 0:00
Trimmu,"39,646","28,546",Chenab,20/07/2025 6:00
Taunsa,"366,954","354,954",Indus,20/07/2025 6:00
Tarbela Dam,"213,000","262,600",Indus,20/07/2025 6:00
Sulemanki,"21,094","14,890",Sutlej,20/07/2025 6:00
Sukkur,"200,225","150,525",Indus,20/07/2025 6:00
Skardu,,,Indus,20/07/2025 6:00
Sidhnai,"34,279","24,229",Ravi,20/07/2025 6:00
Shahdara,"9,575","9,575",Ravi,20/07/2025 6:00
Rasul,"7,890",0,Jehlum,20/07/2025 6:00
Q.Abad,"57,814","47,814",Chenab,20/07/2025 6:00
Partab Bridge (Bunji),,,Indus,20/07/2025 6:00
Panjnad,"31,770","18,810",Chenab,20/07/2025 6:00
Muzaffarabad,,,Jehlum,20/07/2025 6:00
Marala,"55,072","32,122",Chenab,20/07/2025 6:00
Mangla Dam,"30,000","8,000",Jehlum,20/07/2025 6:00
Kotri,"162,467","121,742",Indus,20/07/2025 6:00
Kotli,,,Jehlum,20/07/2025 6:00
Khanki,"53,666","49,434",Chenab,20/07/2025 6:00
Kalabagh,"229,576","221,627",Indus,20/07/2025 6:00
KABUL,"29,600","29,600",Kabul,20/07/2025 6:00
Jassar,"1,100","1,100",Ravi,20/07/2025 6:00
Islam,"18,920","16,970",Sutlej,20/07/2025 6:00
Guddu,"208,938","179,466",Indus,20/07/2025 6:00
Ganda Singh Wala,"3,620","3,620",Sutlej,20/07/2025 6:00
Domel,,,Jehlum,20/07/2025 6:00
Chattar Klass,,,Jehlum,20/07/2025 6:00
Chashma,"357,704","335,904",Indus,20/07/2025 6:00
Besham,,,Indus,20/07/2025 6:00
