Name of Structure,Inflow_Discharge,Outflow_Discharge,River,Date
Taunsa,158775,133869,Indus,15/06/2025 6:00
Tarbela Dam,178000,151700,Indus,15/06/2025 6:00
Sulemanki,14862,2654,Sutlej,15/06/2025 6:00
Sukkur,80240,32400,Indus,15/06/2025 6:00
Sidhnai,11200,0,Ravi,15/06/2025 6:00
Rasul,14117,0,Jehlum,15/06/2025 6:00
Q.Abad,34601,16101,Chenab,15/06/2025 6:00
Panjnad,8654,0,Chenab,15/06/2025 6:00
Marala,59401,27571,Chenab,15/06/2025 6:00
Mangla Dam,35000,20000,Jehlum,15/06/2025 6:00
Kotri,50735,15780,Indus,15/06/2025 6:00
Khanki,33030,24910,Chenab,15/06/2025 6:00
Kalabagh,187823,180057,Indus,15/06/2025 6:00
KABUL,24700,24700,Kabul,15/06/2025 6:00
Jassar,466,466,Ravi,15/06/2025 6:00
Islam,1800,0,Sutlej,15/06/2025 6:00
Guddu,120939,90219,Indus,15/06/2025 6:00
Ganda Singh Wala,0,0,Sutlej,15/06/2025 6:00
Chashma,192904,178424,Indus,15/06/2025 6:00
Balloki,32715,5765,Ravi,15/06/2025 6:00
Trimmu,37455,20155,Chenab,15/06/2025 18:00
Taunsa,162421,133621,Indus,15/06/2025 18:00
Tarbela Dam,178000,151400,Indus,15/06/2025 18:00
Sulemanki,16001,2844,Sutlej,15/06/2025 18:00
Sukkur,80240,32400,Indus,15/06/2025 18:00
Sidhnai,15550,0,Ravi,15/06/2025 18:00
Shahdara,13306,13306,Ravi,15/06/2025 18:00
Rasul,24402,9341,Jehlum,15/06/2025 18:00
Q.Abad,18532,0,Chenab,15/06/2025 18:00
Panjnad,22862,9062,Chenab,15/06/2025 18:00
Marala,42137,11512,Chenab,15/06/2025 18:00
Mangla Dam,35000,20000,Jehlum,15/06/2025 18:00
Kotri,50735,15780,Indus,15/06/2025 18:00
Khanki,10055,1866,Chenab,15/06/2025 18:00
Kalabagh,140206,132590,Indus,15/06/2025 18:00
KABUL,23200,23200,Kabul,15/06/2025 18:00
Jassar,1378,1378,Ravi,15/06/2025 18:00
Islam,3727,1277,Sutlej,15/06/2025 18:00
Guddu,120939,90219,Indus,15/06/2025 18:00
Ganda Singh Wala,300,360,Sutlej,15/06/2025 18:00
Chashma,189715,175235,Indus,15/06/2025 18:00
Balloki,31790,5290,Ravi,15/06/2025 18:00
Taunsa,158775,133869,Indus,16/06/2025 6:00
Tarbela Dam,178000,152000,Indus,16/06/2025 6:00
Sulemanki,16000,2870,Sutlej,16/06/2025 6:00
Sukkur,83300,33560,Indus,16/06/2025 6:00
Sidhnai,15650,0,Ravi,16/06/2025 6:00
Shahdara,13304,13304,Ravi,16/06/2025 6:00
Rasul,24401,5340,Jehlum,16/06/2025 6:00
Q.Abad,44882,26182,Chenab,16/06/2025 6:00
Panjnad,21862,0,Chenab,16/06/2025 6:00
Marala,58421,27571,Chenab,16/06/2025 6:00
Mangla Dam,33000,15000,Jehlum,16/06/2025 6:00
Kotri,46370,11045,Indus,16/06/2025 6:00
Khanki,36370,28193,Chenab,16/06/2025 6:00
Kalabagh,140206,132590,Indus,16/06/2025 6:00
KABUL,22400,22400,Kabul,16/06/2025 6:00
Jassar,1370,1370,Ravi,16/06/2025 6:00
Islam,3527,0,Sutlej,16/06/2025 6:00
Guddu,120764,90219,Indus,16/06/2025 6:00
Ganda Singh Wala,300,360,Sutlej,16/06/2025 6:00
Chashma,187521,174347,Indus,16/06/2025 6:00
Balloki,32640,6340,Ravi,16/06/2025 6:00
Taunsa,162605,137105,Indus,16/06/2025 12:00
Tarbela Dam,175000,151700,Indus,16/06/2025 12:00
Sulemanki,14494,2987,Sutlej,16/06/2025 12:00
Sukkur,84270,35620,Indus,16/06/2025 12:00
Sidhnai,14700,0,Ravi,16/06/2025 12:00
Shahdara,13304,13304,Ravi,16/06/2025 12:00
Rasul,14497,0,Jehlum,16/06/2025 12:00
Q.Abad,34601,16101,Chenab,16/06/2025 12:00
Panjnad,7500,0,Chenab,16/06/2025 12:00
Marala,46136,15286,Chenab,16/06/2025 12:00
Mangla Dam,33000,15000,Jehlum,16/06/2025 12:00
Kotri,46370,11045,Indus,16/06/2025 12:00
Khanki,11056,1860,Chenab,16/06/2025 12:00
Kalabagh,194070,186304,Indus,16/06/2025 12:00
KABUL,22800,22800,Kabul,16/06/2025 12:00
Jassar,376,376,Ravi,16/06/2025 12:00
Islam,1650,0,Sutlej,16/06/2025 12:00
Guddu,120764,90219,Indus,16/06/2025 12:00
Ganda Singh Wala,300,360,Sutlej,16/06/2025 12:00
Chashma,189414,174934,Indus,16/06/2025 12:00
Balloki,32640,6340,Ravi,16/06/2025 12:00
Taunsa,162605,137105,Indus,16/06/2025 18:00
Sulemanki,14494,2987,Sutlej,16/06/2025 18:00
Sukkur,84740,35800,Indus,16/06/2025 18:00
Sidhnai,15500,0,Ravi,16/06/2025 18:00
Shahdara,13304,13304,Ravi,16/06/2025 18:00
Rasul,14497,0,Jehlum,16/06/2025 18:00
Q.Abad,30812,12312,Chenab,16/06/2025 18:00
Panjnad,7500,0,Chenab,16/06/2025 18:00
Marala,61232,30382,Chenab,16/06/2025 18:00
Mangla Dam,30000,15000,Jehlum,16/06/2025 18:00
Khanki,43242,35042,Chenab,16/06/2025 18:00
Kalabagh,194070,186304,Indus,16/06/2025 18:00
Jassar,376,376,Ravi,16/06/2025 18:00
Islam,1650,0,Sutlej,16/06/2025 18:00
Guddu,121373,90219,Indus,16/06/2025 18:00
Ganda Singh Wala,300,360,Sutlej,16/06/2025 18:00
Chashma,189414,174934,Indus,16/06/2025 18:00
Balloki,32170,6340,Ravi,16/06/2025 18:00
Taunsa,162605,137105,Indus,17/06/2025 0:00
Sulemanki,14161,2654,Sutlej,17/06/2025 0:00
Sukkur,84740,35800,Indus,17/06/2025 0:00
Sidhnai,15500,0,Ravi,17/06/2025 0:00
Shahdara,13304,13304,Ravi,17/06/2025 0:00
Rasul,11751,0,Jehlum,17/06/2025 0:00
Q.Abad,34601,16101,Chenab,17/06/2025 0:00
Panjnad,7500,0,Chenab,17/06/2025 0:00
Marala,61282,30382,Chenab,17/06/2025 0:00
Mangla Dam,25000,15000,Jehlum,17/06/2025 0:00
Kalabagh,176756,168990,Indus,17/06/2025 0:00
Jassar,376,376,Ravi,17/06/2025 0:00
Islam,1650,0,Sutlej,17/06/2025 0:00
Guddu,121373,90219,Indus,17/06/2025 0:00
Ganda Singh Wala,300,360,Sutlej,17/06/2025 0:00
Chashma,189597,175117,Indus,17/06/2025 0:00
Balloki,32170,6870,Ravi,17/06/2025 0:00
Trimmu,20297,5297,Chenab,17/06/2025 6:00
Taunsa,162605,137105,Indus,17/06/2025 6:00
Tarbela Dam,162000,152200,Indus,17/06/2025 6:00
Sulemanki,14161,2654,Sutlej,17/06/2025 6:00
Sukkur,85880,36190,Indus,17/06/2025 6:00
Sidhnai,15500,0,Ravi,17/06/2025 6:00
Shahdara,13304,13304,Ravi,17/06/2025 6:00
Rasul,9481,0,Jehlum,17/06/2025 6:00
Q.Abad,34601,18500,Chenab,17/06/2025 6:00
Panjnad,7500,0,Chenab,17/06/2025 6:00
Marala,46136,15286,Chenab,17/06/2025 6:00
Mangla Dam,25000,15000,Jehlum,17/06/2025 6:00
Khanki,11056,1860,Chenab,17/06/2025 6:00
Kalabagh,176756,168990,Indus,17/06/2025 6:00
KABUL,21800,21800,Kabul,17/06/2025 6:00
Jassar,376,376,Ravi,17/06/2025 6:00
Islam,1650,0,Sutlej,17/06/2025 6:00
Guddu,121373,90219,Indus,17/06/2025 6:00
Ganda Singh Wala,300,360,Sutlej,17/06/2025 6:00
Chashma,189199,174719,Indus,17/06/2025 6:00
Balloki,32170,6870,Ravi,17/06/2025 6:00
Trimmu,21299,6299,Chenab,17/06/2025 12:00
Taunsa,158775,133869,Indus,17/06/2025 12:00
Tarbela Dam,169000,450500,Indus,17/06/2025 12:00
Sulemanki,14161,2654,Sutlej,17/06/2025 12:00
Sukkur,85880,36190,Indus,17/06/2025 12:00
Sidhnai,15500,0,Ravi,17/06/2025 12:00
Shahdara,8249,8249,Ravi,17/06/2025 12:00
Rasul,8629,0,Jehlum,17/06/2025 12:00
Q.Abad,34357,5857,Chenab,17/06/2025 12:00
Panjnad,8000,0,Chenab,17/06/2025 12:00
Marala,46136,15286,Chenab,17/06/2025 12:00
Mangla Dam,24000,15000,Jehlum,17/06/2025 12:00
Kotri,42794,7469,Indus,17/06/2025 12:00
Khanki,35728,27553,Chenab,17/06/2025 12:00
Kalabagh,195451,187685,Indus,17/06/2025 12:00
KABUL,21400,21400,Kabul,17/06/2025 12:00
Jassar,466,466,Ravi,17/06/2025 12:00
Islam,1650,0,Sutlej,17/06/2025 12:00
Guddu,121373,90219,Indus,17/06/2025 12:00
Ganda Singh Wala,300,360,Sutlej,17/06/2025 12:00
Chashma,189535,175055,Indus,17/06/2025 12:00
Balloki,32170,6870,Ravi,17/06/2025 12:00
Trimmu,21299,6299,Chenab,17/06/2025 18:00
Taunsa,162605,137105,Indus,17/06/2025 18:00
Taunsa,162605,137105,Indus,17/06/2025 18:00
Tarbela Dam,169000,152000,Indus,17/06/2025 18:00
Sulemanki,14161,2654,Sutlej,17/06/2025 18:00
Sulemanki,14161,2654,Sutlej,17/06/2025 18:00
Sukkur,85880,36190,Indus,17/06/2025 18:00
Sidhnai,15500,0,Ravi,17/06/2025 18:00
Sidhnai,15500,0,Ravi,17/06/2025 18:00
Shahdara,8249,8249,Ravi,17/06/2025 18:00
Shahdara,8249,8249,Ravi,17/06/2025 18:00
Rasul,8527,0,Jehlum,17/06/2025 18:00
Rasul,8527,0,Jehlum,17/06/2025 18:00
Q.Abad,24357,5857,Chenab,17/06/2025 18:00
Panjnad,8000,0,Chenab,17/06/2025 18:00
Marala,49960,19060,Chenab,17/06/2025 18:00
Marala,49960,19060,Chenab,17/06/2025 18:00
Mangla Dam,22000,15000,Jehlum,17/06/2025 18:00
Kotri,42794,7469,Indus,17/06/2025 18:00
Khanki,11056,4860,Chenab,17/06/2025 18:00
Kalabagh,175756,167840,Indus,17/06/2025 18:00
Kalabagh,175756,167840,Indus,17/06/2025 18:00
KABUL,20900,20900,Kabul,17/06/2025 18:00
KABUL,20900,20900,Kabul,17/06/2025 18:00
Jassar,466,466,Ravi,17/06/2025 18:00
Islam,1820,0,Sutlej,17/06/2025 18:00
Guddu,122501,90993,Indus,17/06/2025 18:00
Guddu,122501,90993,Indus,17/06/2025 18:00
Ganda Singh Wala,0,0,Sutlej,17/06/2025 18:00
Ganda Singh Wala,0,0,Sutlej,17/06/2025 18:00
Chashma,188103,174929,Indus,17/06/2025 18:00
Chashma,188103,174929,Indus,17/06/2025 18:00
Balloki,32470,6870,Ravi,17/06/2025 18:00
Balloki,32470,6870,Ravi,17/06/2025 18:00
Trimmu,20273,5273,Chenab,18/06/2025 0:00
Taunsa,164958,139094,Indus,18/06/2025 0:00
Tarbela Dam,169000,152100,Indus,18/06/2025 0:00
Sulemanki,14161,2654,Sutlej,18/06/2025 0:00
Sukkur,85880,36190,Indus,18/06/2025 0:00
Sidhnai,15500,0,Ravi,18/06/2025 0:00
Shahdara,9575,9575,Ravi,18/06/2025 0:00
Rasul,9262,0,Jehlum,18/06/2025 0:00
Q.Abad,33313,14813,Chenab,18/06/2025 0:00
Panjnad,8000,0,Chenab,18/06/2025 0:00
Marala,49960,19060,Chenab,18/06/2025 0:00
Mangla Dam,25000,15000,Jehlum,18/06/2025 0:00
Kotri,42794,7469,Indus,18/06/2025 0:00
Khanki,36464,28325,Chenab,18/06/2025 0:00
Kalabagh,166151,158235,Indus,18/06/2025 0:00
KABUL,20600,20600,Kabul,18/06/2025 0:00
Jassar,466,466,Ravi,18/06/2025 0:00
Islam,1820,0,Sutlej,18/06/2025 0:00
Guddu,122501,90993,Indus,18/06/2025 0:00
Ganda Singh Wala,0,0,Sutlej,18/06/2025 0:00
Chashma,190727,174941,Indus,18/06/2025 0:00
Balloki,32470,6870,Ravi,18/06/2025 0:00
Trimmu,20273,5273,Chenab,18/06/2025 6:00
Taunsa,164958,139094,Indus,18/06/2025 6:00
Tarbela Dam,167000,152400,Indus,18/06/2025 6:00
Sulemanki,14360,2654,Sutlej,18/06/2025 6:00
Sukkur,85920,35180,Indus,18/06/2025 6:00
Sidhnai,15500,0,Ravi,18/06/2025 6:00
Shahdara,9575,9575,Ravi,18/06/2025 6:00
Rasul,9481,0,Jehlum,18/06/2025 6:00
Q.Abad,29465,10965,Chenab,18/06/2025 6:00
Panjnad,8000,0,Chenab,18/06/2025 6:00
Marala,53734,22834,Chenab,18/06/2025 6:00
Mangla Dam,28000,15000,Jehlum,18/06/2025 6:00
Kotri,42794,7469,Indus,18/06/2025 6:00
Khanki,33769,25630,Chenab,18/06/2025 6:00
Kalabagh,170815,162899,Indus,18/06/2025 6:00
KABUL,20900,20900,Kabul,18/06/2025 6:00
Jassar,466,466,Ravi,18/06/2025 6:00
Islam,1820,0,Sutlej,18/06/2025 6:00
Guddu,122104,90950,Indus,18/06/2025 6:00
Ganda Singh Wala,0,0,Sutlej,18/06/2025 6:00
Chashma,189782,175302,Indus,18/06/2025 6:00
Balloki,32470,6870,Ravi,18/06/2025 6:00
Trimmu,20273,5273,Chenab,18/06/2025 12:00
Taunsa,164958,139094,Indus,18/06/2025 12:00
Tarbela Dam,169000,141400,Indus,18/06/2025 12:00
Sulemanki,14360,2654,Sutlej,18/06/2025 12:00
Sukkur,85920,35180,Indus,18/06/2025 12:00
Sidhnai,15500,0,Ravi,18/06/2025 12:00
Shahdara,9575,9575,Ravi,18/06/2025 12:00
Rasul,9481,0,Jehlum,18/06/2025 12:00
Q.Abad,26935,8435,Chenab,18/06/2025 12:00
Panjnad,8000,0,Chenab,18/06/2025 12:00
Marala,53734,22834,Chenab,18/06/2025 12:00
Mangla Dam,38000,15000,Jehlum,18/06/2025 12:00
Kotri,42794,7469,Indus,18/06/2025 12:00
Khanki,23067,14928,Chenab,18/06/2025 12:00
Kalabagh,189332,181416,Indus,18/06/2025 12:00
KABUL,20500,20500,Kabul,18/06/2025 12:00
Jassar,557,557,Ravi,18/06/2025 12:00
Islam,1820,0,Sutlej,18/06/2025 12:00
Guddu,122104,90950,Indus,18/06/2025 12:00
Ganda Singh Wala,0,0,Sutlej,18/06/2025 12:00
Chashma,188220,175046,Indus,18/06/2025 12:00
Balloki,32470,6870,Ravi,18/06/2025 12:00
Trimmu,21299,6299,Chenab,18/06/2025 18:00
Taunsa,164958,139094,Indus,18/06/2025 18:00
Tarbela Dam,169000,152100,Indus,18/06/2025 18:00
Sulemanki,14310,2654,Sutlej,18/06/2025 18:00
Sukkur,85920,35180,Indus,18/06/2025 18:00
Sidhnai,15700,0,Ravi,18/06/2025 18:00
Shahdara,9575,9575,Ravi,18/06/2025 18:00
Rasul,8527,0,Jehlum,18/06/2025 18:00
Q.Abad,24357,5857,Chenab,18/06/2025 18:00
Panjnad,8000,0,Chenab,18/06/2025 18:00
Marala,57858,26608,Chenab,18/06/2025 18:00
Mangla Dam,35000,15000,Jehlum,18/06/2025 18:00
Kotri,42794,7469,Indus,18/06/2025 18:00
Khanki,23128,14928,Chenab,18/06/2025 18:00
Kalabagh,196476,188560,Indus,18/06/2025 18:00
KABUL,20200,20200,Kabul,18/06/2025 18:00
Jassar,557,557,Ravi,18/06/2025 18:00
Islam,1820,0,Sutlej,18/06/2025 18:00
Guddu,122104,90950,Indus,18/06/2025 18:00
Ganda Singh Wala,0,0,Sutlej,18/06/2025 18:00
Chashma,188526,175096,Indus,18/06/2025 18:00
Balloki,32570,6870,Ravi,18/06/2025 18:00
Trimmu,21299,6299,Chenab,19/06/2025 0:00
Taunsa,164958,139094,Indus,19/06/2025 0:00
Tarbela Dam,168000,152300,Indus,19/06/2025 0:00
Sulemanki,14310,2654,Sutlej,19/06/2025 0:00
Sukkur,85920,35180,Indus,19/06/2025 0:00
Sidhnai,15700,0,Ravi,19/06/2025 0:00
Shahdara,9575,9575,Ravi,19/06/2025 0:00
Rasul,8941,0,Jehlum,19/06/2025 0:00
Q.Abad,22010,3510,Chenab,19/06/2025 0:00
Panjnad,8000,0,Chenab,19/06/2025 0:00
Marala,57858,26558,Chenab,19/06/2025 0:00
Mangla Dam,25000,20000,Jehlum,19/06/2025 0:00
Kotri,42794,7469,Indus,19/06/2025 0:00
Khanki,31897,23697,Chenab,19/06/2025 0:00
Kalabagh,172197,164481,Indus,19/06/2025 0:00
KABUL,20800,20800,Kabul,19/06/2025 0:00
Jassar,557,557,Ravi,19/06/2025 0:00
Islam,1820,0,Sutlej,19/06/2025 0:00
Guddu,122104,90950,Indus,19/06/2025 0:00
Ganda Singh Wala,0,0,Sutlej,19/06/2025 0:00
Chashma,187182,175012,Indus,19/06/2025 0:00
Balloki,32570,6870,Ravi,19/06/2025 0:00
Trimmu,21299,6299,Chenab,19/06/2025 6:00
Taunsa,164958,139094,Indus,19/06/2025 6:00
Tarbela Dam,167000,152300,Indus,19/06/2025 6:00
Sulemanki,14212,2654,Sutlej,19/06/2025 6:00
Sukkur,86670,35180,Indus,19/06/2025 6:00
Sidhnai,15700,0,Ravi,19/06/2025 6:00
Shahdara,9575,9575,Ravi,19/06/2025 6:00
Rasul,9481,0,Jehlum,19/06/2025 6:00
Q.Abad,26935,8435,Chenab,19/06/2025 6:00
Panjnad,8000,0,Chenab,19/06/2025 6:00
Marala,46586,15286,Chenab,19/06/2025 6:00
Mangla Dam,29000,20000,Jehlum,19/06/2025 6:00
Kotri,39472,1567,Indus,19/06/2025 6:00
Khanki,23128,14998,Chenab,19/06/2025 6:00
Kalabagh,177042,169326,Indus,19/06/2025 6:00
KABUL,21300,21300,Kabul,19/06/2025 6:00
Jassar,557,557,Ravi,19/06/2025 6:00
Islam,1820,0,Sutlej,19/06/2025 6:00
Guddu,121123,88236,Indus,19/06/2025 6:00
Ganda Singh Wala,0,0,Sutlej,19/06/2025 6:00
Chashma,185853,174943,Indus,19/06/2025 6:00
Balloki,32570,6870,Ravi,19/06/2025 6:00
Trimmu,21299,6299,Chenab,19/06/2025 12:00
Taunsa,164958,139094,Indus,19/06/2025 12:00
Tarbela Dam,167000,138500,Indus,19/06/2025 12:00
Sulemanki,14212,2654,Sutlej,19/06/2025 12:00
Sidhnai,15700,0,Ravi,19/06/2025 12:00
Shahdara,9575,9575,Ravi,19/06/2025 12:00
Rasul,9481,0,Jehlum,19/06/2025 12:00
Q.Abad,24396,5896,Chenab,19/06/2025 12:00
Panjnad,8000,0,Chenab,19/06/2025 12:00
Marala,46586,15286,Chenab,19/06/2025 12:00
Mangla Dam,29000,20000,Jehlum,19/06/2025 12:00
Kotri,39472,1567,Indus,19/06/2025 12:00
Khanki,23128,14928,Chenab,19/06/2025 12:00
Kalabagh,188661,180945,Indus,19/06/2025 12:00
KABUL,20900,20900,Kabul,19/06/2025 12:00
Jassar,466,466,Ravi,19/06/2025 12:00
Islam,1820,0,Sutlej,19/06/2025 12:00
Guddu,121978,87986,Indus,19/06/2025 12:00
Ganda Singh Wala,0,0,Sutlej,19/06/2025 12:00
Chashma,184708,174873,Indus,19/06/2025 12:00
Balloki,32570,6870,Ravi,19/06/2025 12:00
Taunsa,164958,139094,Indus,19/06/2025 18:00
Taunsa,164958,139094,Indus,19/06/2025 18:00
Tarbela Dam,170000,152200,Indus,19/06/2025 18:00
Sulemanki,14212,2654,Sutlej,19/06/2025 18:00
Sulemanki,14212,2654,Sutlej,19/06/2025 18:00
Sukkur,86570,35180,Indus,19/06/2025 18:00
Sukkur,86570,35180,Indus,19/06/2025 18:00
Sidhnai,15800,0,Ravi,19/06/2025 18:00
Sidhnai,15800,0,Ravi,19/06/2025 18:00
Shahdara,9575,9575,Ravi,19/06/2025 18:00
Shahdara,9575,9575,Ravi,19/06/2025 18:00
Rasul,9930,0,Jehlum,19/06/2025 18:00
Q.Abad,24396,5896,Chenab,19/06/2025 18:00
Q.Abad,24396,5896,Chenab,19/06/2025 18:00
Panjnad,8000,0,Chenab,19/06/2025 18:00
Marala,54134,22834,Chenab,19/06/2025 18:00
Marala,54134,22834,Chenab,19/06/2025 18:00
Mangla Dam,27000,20000,Jehlum,19/06/2025 18:00
Kotri,39472,1567,Indus,19/06/2025 18:00
Kotri,39472,5567,Indus,19/06/2025 18:00
Khanki,31897,23693,Chenab,19/06/2025 18:00
Kalabagh,177042,169326,Indus,19/06/2025 18:00
Kalabagh,177042,169326,Indus,19/06/2025 18:00
KABUL,20300,20300,Kabul,19/06/2025 18:00
KABUL,20300,20300,Kabul,19/06/2025 18:00
Jassar,466,466,Ravi,19/06/2025 18:00
Jassar,466,466,Ravi,19/06/2025 18:00
Islam,1780,0,Sutlej,19/06/2025 18:00
Islam,1780,0,Sutlej,19/06/2025 18:00
Guddu,122501,87986,Indus,19/06/2025 18:00
Guddu,122501,87986,Indus,19/06/2025 18:00
Ganda Singh Wala,0,0,Sutlej,19/06/2025 18:00
Ganda Singh Wala,0,0,Sutlej,19/06/2025 18:00
Chashma,183562,175017,Indus,19/06/2025 18:00
Chashma,183562,175017,Indus,19/06/2025 18:00
Balloki,34275,8575,Ravi,19/06/2025 18:00
Trimmu,21299,6299,Chenab,20/06/2025 0:00
Taunsa,164958,139094,Indus,20/06/2025 0:00
Tarbela Dam,170000,152200,Indus,20/06/2025 0:00
Sulemanki,14212,2654,Sutlej,20/06/2025 0:00
Sukkur,86570,35180,Indus,20/06/2025 0:00
Sidhnai,15800,0,Ravi,20/06/2025 0:00
Shahdara,9575,9575,Ravi,20/06/2025 0:00
Rasul,12144,0,Jehlum,20/06/2025 0:00
Q.Abad,26935,8435,Chenab,20/06/2025 0:00
Panjnad,8000,0,Chenab,20/06/2025 0:00
Marala,51240,19060,Chenab,20/06/2025 0:00
Mangla Dam,25000,20000,Jehlum,20/06/2025 0:00
Khanki,19396,11196,Chenab,20/06/2025 0:00
Kalabagh,173028,165312,Indus,20/06/2025 0:00
KABUL,20600,20600,Kabul,20/06/2025 0:00
Jassar,466,466,Ravi,20/06/2025 0:00
Islam,1730,0,Sutlej,20/06/2025 0:00
Guddu,122501,87986,Indus,20/06/2025 0:00
Ganda Singh Wala,0,0,Sutlej,20/06/2025 0:00
Chashma,182162,174907,Indus,20/06/2025 0:00
Balloki,34275,8575,Ravi,20/06/2025 0:00
Trimmu,21299,6299,Chenab,20/06/2025 6:00
Taunsa,165354,139428,Indus,20/06/2025 6:00
Tarbela Dam,171000,152600,Indus,20/06/2025 6:00
Sulemanki,14261,2654,Sutlej,20/06/2025 6:00
Sukkur,85440,35180,Indus,20/06/2025 6:00
Sidhnai,15800,0,Ravi,20/06/2025 6:00
Shahdara,8912,8912,Ravi,20/06/2025 6:00
Rasul,13356,0,Jehlum,20/06/2025 6:00
Q.Abad,20791,2291,Chenab,20/06/2025 6:00
Panjnad,8396,0,Chenab,20/06/2025 6:00
Marala,51240,19060,Chenab,20/06/2025 6:00
Mangla Dam,27000,20000,Jehlum,20/06/2025 6:00
Kotri,37570,1565,Indus,20/06/2025 6:00
Khanki,17530,9330,Chenab,20/06/2025 6:00
Kalabagh,178209,170493,Indus,20/06/2025 6:00
KABUL,21900,21900,Kabul,20/06/2025 6:00
Jassar,466,466,Ravi,20/06/2025 6:00
Islam,1730,0,Sutlej,20/06/2025 6:00
Guddu,120002,85457,Indus,20/06/2025 6:00
Ganda Singh Wala,0,0,Sutlej,20/06/2025 6:00
Chashma,181285,174805,Indus,20/06/2025 6:00
Balloki,34275,8575,Ravi,20/06/2025 6:00
Trimmu,21299,6299,Chenab,20/06/2025 12:00
Taunsa,165354,139428,Indus,20/06/2025 12:00
Tarbela Dam,171000,147900,Indus,20/06/2025 12:00
Sulemanki,14261,2654,Sutlej,20/06/2025 12:00
Sukkur,84660,35150,Indus,20/06/2025 12:00
Sidhnai,15800,0,Ravi,20/06/2025 12:00
Shahdara,8912,8912,Ravi,20/06/2025 12:00
Rasul,14790,0,Jehlum,20/06/2025 12:00
Q.Abad,18500,0,Chenab,20/06/2025 12:00
Panjnad,8396,0,Chenab,20/06/2025 12:00
Marala,43692,41512,Chenab,20/06/2025 12:00
Mangla Dam,35000,20000,Jehlum,20/06/2025 12:00
Kotri,36155,1565,Indus,20/06/2025 12:00
Khanki,19346,11196,Chenab,20/06/2025 12:00
Kalabagh,191064,183348,Indus,20/06/2025 12:00
KABUL,22600,22600,Kabul,20/06/2025 12:00
Jassar,557,557,Ravi,20/06/2025 12:00
Islam,1730,0,Sutlej,20/06/2025 12:00
Guddu,120002,85457,Indus,20/06/2025 12:00
Ganda Singh Wala,0,0,Sutlej,20/06/2025 12:00
Chashma,181470,174990,Indus,20/06/2025 12:00
Balloki,34375,8575,Ravi,20/06/2025 12:00
Trimmu,18263,3263,Chenab,20/06/2025 18:00
Taunsa,165354,139428,Indus,20/06/2025 18:00
Tarbela Dam,173000,152400,Indus,20/06/2025 18:00
Sulemanki,14261,2654,Sutlej,20/06/2025 18:00
Sukkur,83960,35150,Indus,20/06/2025 18:00
Sidhnai,15800,0,Ravi,20/06/2025 18:00
Shahdara,8912,8912,Ravi,20/06/2025 18:00
Rasul,14799,0,Jehlum,20/06/2025 18:00
Q.Abad,23205,4705,Chenab,20/06/2025 18:00
Panjnad,8685,0,Chenab,20/06/2025 18:00
Marala,62562,30382,Chenab,20/06/2025 18:00
Mangla Dam,25000,20000,Jehlum,20/06/2025 18:00
Kotri,36155,1565,Indus,20/06/2025 18:00
Khanki,23822,15672,Chenab,20/06/2025 18:00
Kalabagh,191064,183348,Indus,20/06/2025 18:00
KABUL,22000,22000,Kabul,20/06/2025 18:00
Jassar,557,557,Ravi,20/06/2025 18:00
Islam,1820,0,Sutlej,20/06/2025 18:00
Guddu,120002,85457,Indus,20/06/2025 18:00
Ganda Singh Wala,0,0,Sutlej,20/06/2025 18:00
Chashma,181558,175078,Indus,20/06/2025 18:00
Balloki,34375,8575,Ravi,20/06/2025 18:00
Trimmu,18263,3263,Chenab,21/06/2025 0:00
Taunsa,165354,139428,Indus,21/06/2025 0:00
Tarbela Dam,173000,152600,Indus,21/06/2025 0:00
Sulemanki,14261,2654,Sutlej,21/06/2025 0:00
Sukkur,83960,35150,Indus,21/06/2025 0:00
Sidhnai,16461,661,Ravi,21/06/2025 0:00
Shahdara,9575,9575,Ravi,21/06/2025 0:00
Rasul,14799,0,Jehlum,21/06/2025 0:00
Q.Abad,26935,8435,Chenab,21/06/2025 0:00
Panjnad,9600,0,Chenab,21/06/2025 0:00
Marala,66456,34106,Chenab,21/06/2025 0:00
Mangla Dam,25000,20000,Jehlum,21/06/2025 0:00
Kotri,36155,1565,Indus,21/06/2025 0:00
Khanki,23822,15672,Chenab,21/06/2025 0:00
Kalabagh,166304,158588,Indus,21/06/2025 0:00
KABUL,21800,21800,Kabul,21/06/2025 0:00
Jassar,557,557,Ravi,21/06/2025 0:00
Islam,1820,0,Sutlej,21/06/2025 0:00
Guddu,120002,85457,Indus,21/06/2025 0:00
Ganda Singh Wala,0,0,Sutlej,21/06/2025 0:00
Chashma,182580,174944,Indus,21/06/2025 0:00
Balloki,33275,8575,Ravi,21/06/2025 0:00
Taunsa,165504,139428,Indus,21/06/2025 6:00
Tarbela Dam,177000,152900,Indus,21/06/2025 6:00
Sulemanki,14044,2985,Sutlej,21/06/2025 6:00
Sukkur,82940,35060,Indus,21/06/2025 6:00
Sidhnai,16845,1045,Ravi,21/06/2025 6:00
Shahdara,9575,9575,Ravi,21/06/2025 6:00
Rasul,14938,0,Jehlum,21/06/2025 6:00
Q.Abad,26935,8435,Chenab,21/06/2025 6:00
Panjnad,9600,0,Chenab,21/06/2025 6:00
Marala,62732,30382,Chenab,21/06/2025 6:00
Mangla Dam,29000,20000,Jehlum,21/06/2025 6:00
